name,minplayers,minplaytime,maxplaytime,minage,average,avgweight
Wind City,2,45,45,10,7.0,2.0
Mythrole  Merchants,2,240,240,12,2.0,0.0
Insikt,2,120,120,12,3.875,1.0
Foqus,2,45,45,12,4.09524,0.0
Geni 2000,2,60,60,12,4.9375,0.0
Diamond City,2,90,90,8,3.1087,1.0
Avalon,3,45,45,8,5.153569999999998,1.5
Tatort Titanic,3,60,60,10,4.07308,1.6
Expedition Robinson,2,60,60,10,4.16667,1.6667
Conquistador,2,60,60,8,5.33333,2.25
Gold Train,2,120,120,12,5.1,2.0
Hurricane  The Game of the Tropics,2,120,120,0,7.2,0.0
Armour Quest  Qu\u00e6stro,2,120,120,10,3.0,0.0
Blazing Camels,3,30,30,8,5.18421,1.0
How Much for the Camel?,3,30,30,10,5.25,2.0
Office Politics,2,120,120,11,5.33333,0.0
Traffic Lights,2,10,10,0,4.96818,1.0
Salamis,2,360,360,12,6.9047600000000005,3.1176
Maul of America  Raid on the Mall,2,120,120,12,4.75,0.0
Robert Ludlum's Game of Counter Espionage,3,60,60,0,5.5,2.3333
Babylon 5 Component Game System  Reinforcements Pack #1,2,120,120,10,6.01923,2.5714
Hollywood for Sale,3,20,20,12,5.45333,0.0
Im 7. Himmel,2,60,60,8,4.52174,2.0
REM,2,20,20,0,5.0,0.0
Sovereign of the Seas,2,120,120,10,5.48846,2.0
Dark Continent,2,180,180,12,5.81818,3.0
Bushido Denied  The Battles of Bataan and Corregidor,2,240,240,12,6.9,4.0
Anti-Monopoly III  Washington-Moskau,2,120,120,10,3.11111,1.0
Mogelei,3,30,30,10,4.68182,1.5
Pratmakarna,4,45,45,12,5.8,1.0
Ok\u00e4nd planet,2,60,60,9,4.40909,2.5
Online,2,30,30,9,3.25,0.0
Star Wars Episode I  Attack on Naboo,2,45,45,10,3.40476,1.0
RoboRally  Radioactive,2,120,120,12,7.56205,2.8393
RoboRally  Grand Prix,2,120,120,12,7.76519,2.6731
RoboRally  Crash and Burn,2,120,120,12,7.78563,2.65
Bump,2,20,20,0,3.6,1.0
Beutezug,2,30,30,6,4.83333,1.0
Rasant,3,30,30,6,5.40476,0.0
Da Capo!,2,30,30,8,4.42593,1.0
Gold am Yukon,3,45,45,6,4.88421,2.0
Outlaw Trail  The Western Game,2,60,60,0,3.66667,0.0
The Great Canadian Pie,4,120,120,10,5.33333,1.3333
Excuses,2,90,90,8,4.6,1.0
Utmaningen,2,90,90,9,3.5,0.0
Ursuppe  Frisch Abgeschmeckt,3,90,90,12,7.26602,2.875
Jati,2,20,20,9,5.38095,1.0
Votum,4,0,0,14,2.86667,2.0
Verflixt und Zugesperrt,2,0,0,10,5.0,0.0
Tweedledum  The New Adventures with Alice in Wonderland,2,60,60,8,4.04167,1.5
Till Eulenspiegel,2,15,45,5,5.08636,2.5
Das Magische Hexagon,2,60,60,12,6.8571399999999985,2.0
Tempo,2,20,30,8,6.075,2.0
Tango,2,15,15,8,3.06667,1.0
Talking Stones,3,30,30,0,5.93182,1.0
Steinbeisser,2,0,0,7,5.5,0.0
Spirit,3,45,45,10,5.21053,0.0
Um Kopf und Kragen,3,30,30,10,5.19808,1.0
Der Schatz des Pharaos,2,30,30,8,5.80769,1.0
Sokrates,2,20,20,8,5.16538,1.5
Top Secret,2,20,20,8,3.40741,1.0
Now You See It,3,60,60,0,6.35556,0.0
Eye Guess,3,60,60,10,5.825,1.0
The Joker's Wild,3,30,30,8,5.265,1.0
Barrier,2,20,20,8,4.59091,0.0
They're at the Post,1,60,60,10,6.35417,2.0
Nomad,2,120,120,10,6.0625,3.0
Blue Stones,2,120,120,12,6.03571,0.0
Starships,2,45,45,8,6.0625,1.3333
Life & Death & An American Chainsaw,1,90,90,10,6.43421,1.5
The New Dungeon  Miniatures and Game Supplement,1,45,45,10,6.58942,2.0
Interaction,1,20,20,10,5.13636,2.0
Courier,2,20,20,10,0.0,0.0
Starship Command II,2,45,45,10,6.80435,2.5
Civilization West Extension Map,2,360,360,12,7.82587,3.2361
Airline,1,90,90,10,3.97222,1.0
Deal Me In,2,45,45,10,6.25,0.0
Neues aus dem Wichtelwald,3,45,45,10,5.22857,1.6667
Double,2,30,30,10,5.65385,1.5
B\u00fcro Crazy,3,30,30,10,4.705,1.5
Sherlock Holmes  The Game of the Great Detective,3,90,90,0,5.8,1.0
The Guru's Famous Baseball Game,1,30,30,10,5.5,0.0
Starwars,2,30,60,8,5.6315800000000005,1.3333
The Game of Good Cooking,2,60,60,0,5.39375,1.3333
Scoop the Cash,2,30,30,10,2.0,0.0
Illya Kuryakin,2,30,30,10,5.28571,0.0
Total Depth,2,120,120,12,6.2,3.0
Time Vectors,2,30,30,0,3.66667,0.0
GRYB Game System,2,30,30,8,5.5,3.0
Domination,2,60,180,12,6.48214,3.5
Dingus,2,30,30,10,4.46154,1.0
Agent of Change,2,90,90,12,4.9,3.0
Finger-Flick Sports  Baseball,2,20,20,8,5.22857,1.0
Jackpot Payoff,2,45,45,12,4.75,0.0
Schickeria,3,30,30,10,4.325,1.0
Knallbonbon,4,10,10,10,4.33333,0.0
Ritter Kunibert's 12er Stich,3,15,15,10,4.25,1.0
Drachenlachen,2,30,30,8,5.25,0.0
Hexenstich,2,10,10,10,6.26739,1.0
Hyano,2,20,20,8,5.28667,1.0
Swahili,2,30,30,8,5.92727,1.0
Kill Doctor Lucky  Craigdarroch,3,60,60,10,6.36746,1.5455
The LogiQuad Game System,2,30,30,0,6.5,0.0
Forte,2,30,30,10,5.6,0.0
Ion Glory,2,60,60,12,2.0,0.0
Clobber!,2,30,30,0,3.7,1.0
Top That!,2,30,30,7,5.5,1.0
The Flea Market Game,3,60,60,0,6.66667,0.0
Watch,2,10,10,6,5.9130400000000005,2.0
Colliding Circles,2,45,45,10,6.8,2.0
Flying Circus,2,20,20,7,5.40625,1.25
4X4,2,20,20,10,4.928,1.0
Sex Maniacs,2,10,10,18,2.75,0.0
Kartenschach,2,60,60,12,6.62,2.0
Weekend in Vegas,2,180,180,0,5.0,1.0
Battles of Trenton and Princeton,2,360,360,12,7.0,0.0
Space  The Game,2,120,120,10,0.0,0.0
Oil Power,0,60,60,8,6.11765,1.5
Borderlands,2,90,90,12,6.0,3.0
Hopfen & Malz,3,30,30,8,5.32353,0.0
Transformation,2,30,30,0,5.5,2.0
PowerTechnics,2,120,120,0,3.75,0.0
Blood Bowl Companion,2,180,180,14,6.66926,2.88
Blood Bowl Star Players,2,180,180,14,6.6593,2.7857
Blood Bowl (Second Edition)  Elves,2,180,180,14,6.54467,2.5769
Rubicon,3,45,45,0,2.4,0.0
Hei\u00dfe Karten,2,20,20,8,4.875,1.0
Bill Oddie's Great Bird Race Game,2,240,240,0,6.66667,0.0
Murder Mystery Party  Revenge in Rome,6,60,60,16,5.0,2.0
Noah's Ark,2,45,45,0,4.6,2.0
Letres,1,20,20,7,5.23077,1.5
Monotony,2,90,90,8,5.0,2.0
Starunner,1,120,120,12,5.0,3.0
Energy Quest,2,120,120,0,6.0,0.0
Medical Monopoly,2,90,90,8,3.875,1.0
Hacker,3,180,180,12,5.18518,0.0
Groo  The Game \u2013 Expansion Set,2,45,45,10,6.69028,1.5312
Mbogo,2,20,20,0,5.5,2.0
Last Frontier  The Artifact,3,120,120,10,7.27778,4.0
Schatztaucher,3,45,45,8,5.4,2.0
Sekt oder Selters,2,30,30,8,6.21111,1.0
Sunset Blvd.,2,30,30,8,5.63684,1.0
Yukk!,3,10,10,7,5.0,1.0
Kommissar,2,60,60,8,5.44118,1.0
Sea-Fleet,2,25,25,8,3.6,0.0
Mount Everest,1,20,20,0,2.0,0.0
Test Drive,3,60,60,12,4.75,2.5
The Great American Auction Card Game,2,30,30,8,5.6,1.0
Boogey Man,3,30,30,5,5.33333,0.0
Barnabas Collins Dark Shadows Game,2,60,60,6,4.64444,1.75
The Barons of Fyn,2,60,60,10,5.34783,2.5
LNL  Laplace,2,90,90,12,5.4625,0.0
Queen Victoria's Navy,1,90,90,12,6.85,2.0
Bones,2,30,30,10,5.2,1.3333
Chaseback,2,30,30,10,4.83333,1.0
Lord of the Rings  Friends & Foes,2,90,90,12,7.269310000000001,2.7848
Deuce,2,20,20,8,5.02069,1.0
Slasher Flick,2,30,30,0,5.92857,1.0
Planes & Trains,1,360,360,0,6.96897,4.3333
Not Necessarily Rum,2,120,120,0,6.0,1.0
Imagic,2,30,30,6,5.21429,1.4286
Zillionaire,3,45,45,8,5.9587,1.0
Zero Zap,2,45,45,8,5.38235,1.0
Wildcatter,2,120,120,8,5.3,2.1667
Winkeladvokat,2,20,20,12,5.94,2.0
Frag  Death Match,2,45,45,12,6.3533300000000015,1.9333
Kippour 1973,2,120,120,12,6.4,2.3333
Candidate,2,90,90,0,6.0,1.5
Flipop,2,20,20,0,6.54167,1.0
Casanova,3,45,45,10,5.00588,2.0
The Chicago Way,3,0,0,14,3.21786,1.3333
1-2-3 Go!,1,10,10,3,6.0,0.0
Express Chess,2,0,0,8,4.33333,1.0
Global Chess,2,90,90,12,6.2058800000000005,0.0
Massai,2,30,30,12,5.84615,0.0
Himmel und H\u00f6lle,2,30,30,10,5.16667,1.6667
Caverns Deep,2,360,360,10,4.5625,0.0
Dark Heaven Apocalypse,2,300,300,14,4.91667,2.0
Charmed  The Book of Shadows,1,90,90,0,3.976,1.0
Skyline,3,45,45,12,4.5,3.0
Gammarauders  Revenge of the Factoids,2,60,60,10,6.24268,2.1667
General Hospital,2,60,60,8,4.0,0.0
Jingo,2,30,30,8,0.0,0.0
Fort Worth Scene,2,60,60,0,0.0,0.0
Rules of the Road,2,60,60,8,3.83333,0.0
Good Guys 'n Bad Guys,2,30,30,5,4.27273,1.0
Maelstrom  The Coming of Chaos,2,180,180,0,6.28571,3.0
Stargate SG-1  La Vengeance d'Apophis,2,120,120,10,4.72222,0.0
Loopino,2,10,10,6,3.76471,1.0
Snarf Quest,2,20,20,10,5.22759,2.0
Fire On The Suns  Tactical Command Fleet Book 1,2,60,60,12,0.0,0.0
Fire On The Suns  Tactical Command!,2,60,60,12,0.0,0.0
Z\u00fcndstoff,2,45,45,10,4.6,0.0
Pollyanna,2,30,30,0,6.28261,1.0
Monsterjagd,2,20,20,8,4.6084,1.0
Mutabohn,2,60,60,12,6.54714,2.25
Quicksand,2,20,20,8,4.89655,1.3333
Isfahan,2,30,30,9,6.9506,2.3333
Kampf um Rom  Das Kartenspiel,3,45,45,12,5.47222,2.0
Trivial Pursuit  Game Show,3,30,30,0,5.7744800000000005,1.0
Cross of Iron,1,60,60,12,7.62691,4.1484
Temptation Poker,1,45,45,10,5.76087,1.6667
Carcassonne  The River,2,30,45,8,6.98792,1.7096
Director's Cut,2,60,60,0,5.62,1.0
Quadragammon,4,45,45,10,4.0,0.0
Moon Dragon,2,0,0,12,7.0,4.0
Babble-On,2,30,30,12,5.79167,1.0
Knack den Code-X,1,30,30,0,5.35714,0.0
Westw\u00e4rts,2,60,60,10,5.0625,0.0
Welt der Winde,2,75,75,0,5.84,2.5
Schwimmer in der W\u00fcste,3,0,0,0,6.0,0.0
Claim,2,30,30,12,7.7888899999999985,3.0
Kontor  Das Exportlager,2,45,45,12,6.699110000000001,2.5
Das Hornberger Schiessen,2,45,45,10,5.90727,1.5
Das Phantom,2,45,45,10,5.14464,1.3333
Der Kleine Riese Kasimir,2,30,30,7,5.81818,1.0
Die Bombe,3,20,20,9,5.68462,1.0
Die Chinesische Mauer,1,45,45,10,5.37,2.0
My Brain is Bleeding,2,60,60,9,4.6315800000000005,1.0
Frontrunner,2,90,90,12,3.75,0.0
Who Framed Roger Rabbit?,2,60,60,10,4.175,1.0
MediCumLaude,2,45,45,0,1.0,0.0
Talk Show,3,30,30,10,5.58182,1.0
Snap,3,30,30,10,3.13333,0.0
Integralis  Die verr\u00fcckte Keilerei in der Buchbinderei,2,60,60,16,5.75,2.0
Die VampirConnection,3,60,60,16,5.49545,2.0
Bid It Right  The Price is Right Card Game,2,20,20,10,5.53571,1.0
Small Soldiers Big Battle Game,1,30,30,5,5.34783,1.0
Super Giant Monster Showdown  Destroy Tokyo Tower,2,120,120,12,6.747999999999998,1.6667
Super Giant Monster Showdown  Cybernetic Attachments,2,120,120,10,6.61,1.8
Web of Power  The Vatican,3,30,30,12,6.6649699999999985,2.5455
Cheeeese Please,2,30,30,8,5.83333,1.0
Hesketh's Legacy,2,30,30,0,6.0,0.0
Commercial Crazies,2,20,20,10,5.40385,1.0
Join us Together,2,10,10,4,0.0,0.0
Acronym,2,60,60,10,6.66667,3.0
Baseball Card All Star Game,1,45,45,7,5.41,1.0
Lancer,2,30,30,0,6.75,0.0
Black Beauty Downs,2,45,45,21,2.0,0.0
Donnerwetter,2,30,30,10,6.72917,1.75
Weatherslam,2,35,35,8,3.97059,0.0
Palenque,2,120,120,10,3.82407,0.0
Rauchzeichen,2,45,45,8,4.25,0.0
Renaissance Traders,3,90,90,0,0.0,0.0
Another Day,3,45,45,10,6.1546,1.7273
New Tactical Games with Dice and Cards,2,0,0,8,6.78947,0.0
Buntb\u00e4r & Co.,2,10,10,3,5.48125,1.0
Samarcanda,3,120,120,10,5.84615,1.5
Another Day,3,45,45,10,6.20909,1.7778
Another Day,3,45,45,10,6.2413300000000005,1.7
Booze Cruise,2,90,90,18,4.63,1.0
Dippi Totale,2,120,120,12,0.0,0.0
Crazy Clock Game,1,30,30,6,5.47556,1.25
Pole Position,2,30,30,7,5.40476,1.5
Hossa! Seefahrer-Erweiterung,3,45,45,8,5.6,0.0
More Cosmic Encounter,2,90,90,12,7.662039999999998,2.7436
Chez Geek 3  Block Party,2,45,45,18,6.38448,1.4935
SHOC,2,60,60,0,5.6,0.0
WaveLength,3,60,60,0,4.5,1.0
Asteroid Pirates,2,60,60,12,5.19583,2.6667
Airplay,2,90,90,8,4.5,0.0
Combat Cards,2,90,90,12,3.23077,1.0
Clintonopoly!,2,90,90,8,4.33333,0.0
New America,2,120,120,15,5.5,3.0
Knights of the Dinner Table  Orcs \u2013 The Reckoning,2,60,60,10,6.58333,0.0
Combo,2,10,10,8,4.525,1.0
Mutant Chess,2,30,30,10,5.0,3.0
Duck Pond,2,10,10,4,4.2,1.0
Regentropfenspiel,2,20,20,3,2.65,0.0
Quickely Dice,2,60,60,0,4.25,2.0
Chez Geek 2  Slack Attack,2,45,45,18,6.3082400000000005,1.4458
The Ironclads Expansion Kit,2,120,120,12,7.46053,3.1111
Goldraub in London,3,45,45,10,5.87895,3.0
War in Europe,2,360,360,14,7.1200600000000005,3.9091
Ave,2,150,150,14,6.4,3.0
200 Jahre Montgolfieren,4,45,45,8,5.91667,0.0
Caravans\u00e9rail,6,60,60,10,6.0,0.0
The Settlers of Catan  5-6 Player Extension,5,120,120,10,6.9869,2.3221
Checkpoint  Danger!,2,30,30,10,6.13636,1.5
Scrabble Duplicate Crossword Game,1,45,45,8,6.49091,0.0
Chutes \u00e0 gogo,1,20,20,5,5.25,0.0
Astromagie,2,30,30,12,3.475,2.0
Ur\u00e4us,2,45,45,7,5.16667,1.0
Seneti,2,45,45,12,5.68182,2.0
Karnak,1,45,45,10,5.0,0.0
Theben,2,30,30,12,7.8,3.0
Talon,2,30,30,12,4.0,0.0
Meander,2,20,20,9,6.5,0.0
Ant Wars,2,60,60,8,6.5,0.0
Supremacy  The Unconventional Forces,4,360,360,12,6.09184,2.6
Supremacy  High-Tech Edge for Strategic Forces,4,360,360,12,5.82634,2.6667
Supremacy  High-Tech Edge for Conventional Forces,4,360,360,12,5.97386,2.6667
Supremacy  Fortuna,4,360,360,12,6.6055600000000005,2.6
Supremacy  Boomers \u2013 Ballistic Missile Subs,4,360,360,12,6.45349,2.5
Supremacy  Mega Map,4,360,360,12,6.85088,2.5
Supremacy  Mega Supremacy \u2013 Challenge of the New World Order,4,360,360,0,6.4966300000000015,3.6
Destiny,3,60,60,0,6.0,0.0
Aquitaine  Strategy and the Medieval War Ride,2,10,10,10,6.16429,1.6667
Mr. Bunny's Internet Startup Game,2,20,20,10,5.25,0.0
Kersplatt!,3,20,20,10,5.61765,1.5
Column,2,20,20,0,5.0,2.0
The Fishing Game,1,360,360,0,3.25,0.0
Warpath,2,30,30,13,5.22727,2.0
Pentagonal,2,20,20,7,4.2,1.0
Abstracts,4,60,60,0,6.33571,2.0
The Book of Classic Board Games,1,10,10,6,6.6162,1.8333
Starfire II,2,30,30,10,6.59403,2.6923
Supremacy  Main Battle Tanks,4,360,360,12,6.43737,2.0
Starfire III,2,360,360,14,6.05039,3.3636
Imperial Starfire,2,360,900,12,6.58228,4.4167
Starfire New Empires,2,60,60,12,6.9634100000000005,4.75
Strike It Rich,2,120,120,0,3.25,1.0
Collect,3,90,90,0,5.40909,0.0
The Stock Exchange Game,2,90,90,0,3.2,1.0
Philately,2,90,90,0,6.75,0.0
Pancho Villa,2,120,120,0,6.0835300000000005,2.5
Jurassic Park III  The Spinosaurus Chase Game,2,30,30,8,4.48148,1.0
Hounds and Jackals  Game of the Pharaohs,2,20,20,6,4.53684,1.0
Supremacy  Neutron Bombs and Killer Satellites,2,120,120,12,6.32132,2.6667
Supremacy  The Middle Powers,3,120,120,12,6.4047,2.6667
The Settlers of Catan Card Game Expansions,2,90,90,10,7.1101899999999985,2.5099
Listen Up!,3,30,30,0,5.5,1.25
Mr. Ree!   The Fireside Detective,4,60,60,10,5.26786,2.25
The Goonies,2,30,30,7,5.45833,1.3333
The Game of Hoboken,2,60,60,0,0.0,0.0
New York in a Box,2,60,60,8,3.9,0.0
Square Dance,2,10,20,8,6.4,1.5
Fjord,2,120,120,12,6.45833,3.0
Teufel nochmal!,3,30,30,8,5.09091,1.0
Kuh & Kompagnon,2,60,60,8,2.4,1.0
Dune  Spice Harvest,3,30,30,14,6.58982,2.4118
Dune  The Duel,3,180,180,12,5.86217,3.0
Morecambe & Wise Game,2,20,20,0,4.5,0.0
Trivial Pursuit  Genus II,2,90,90,12,5.82192,1.6364
Supremacy  Colonial Legions and Merchant Marine,3,120,120,12,5.604,5.0
Scrabble Word Rummy,2,60,60,7,5.51667,0.0
Underwriter,2,60,60,0,4.0,0.0
Craonne,2,120,120,12,6.175,2.5
Middleman,2,60,60,0,7.33333,0.0
Men Against Fire,3,120,120,12,5.5,3.0
Headlines,2,45,45,10,5.25,0.0
Task Force,2,30,30,8,4.875,0.0
Head to Head Golf,2,90,90,8,5.71429,0.0
Save Doctor Lucky on Moon Base Copernicus,3,45,45,10,6.05885,1.375
Train Raider,2,180,180,12,5.47857,3.0
Rythmo,2,30,30,0,5.2,3.5
Carcassonne  The Expansion,2,60,60,8,7.61567,1.9291
Gobbos' Banquet,2,45,45,8,4.36364,2.5
Circuit,2,30,30,0,0.0,0.0
Pin Point,2,30,30,0,5.63889,2.0
King of the Mountain,2,120,120,12,3.733330000000001,2.5
Supermoney,2,60,60,0,6.755560000000001,0.0
Group Therapy,3,60,60,7,5.84615,1.0
HiQue,2,30,30,7,5.85813,2.0
Framed!,2,30,30,0,3.70455,1.3333
Showdown Poker,2,30,30,8,6.075,1.0
Video 221B Baker Street,1,60,60,12,5.7069,0.0
Questique,1,20,20,8,0.0,0.0
The Book of Medieval Wargames,2,60,60,10,4.6722199999999985,2.0
Sheffield Shares,2,60,60,0,3.42857,1.0
Flightplan,2,45,45,8,5.61296,1.0
Bus Boss  USA,2,120,120,10,6.04286,2.0
Rhombo Continuo,1,20,20,5,5.5666699999999985,1.5
Survival \/ The Barbarian,1,30,30,8,5.03455,1.2
TurfMaster Course Collection 1,2,90,90,10,8.16209,2.4545
Counterstrike,2,30,30,0,6.909089999999999,1.5
Schaumermal,2,60,60,0,6.87045,3.0
Detour!,2,30,30,8,4.975,1.0
Pyramis,2,20,20,8,5.74828,2.5
Zone X,2,10,10,8,5.4375,3.0
Komme Gleich,2,30,30,10,3.98276,0.0
Triangle Game,3,20,20,0,6.32857,2.5
Just Wait,3,30,30,0,5.89706,1.3333
Dollars and Dibble,1,60,60,12,3.58333,3.0
Deception,2,10,10,8,5.35714,0.0
Dallas,2,60,60,12,5.6875,0.0
Spritfresser,2,90,90,12,5.33333,0.0
Patch Worlds,1,10,10,6,4.5,0.0
Verdict,2,20,20,12,4.33333,2.0
Der Berg ruft,2,30,30,8,5.76667,1.0
Pitagoras,2,30,30,8,3.92857,1.0
Cham\u00e4leon,2,30,30,4,6.56818,2.0
Bronco Ranch,2,30,30,6,4.16667,0.0
Drei Chinesen mit dem Kontrabass,3,20,20,10,3.875,1.0
Daumen Drauf,2,20,20,12,4.12308,1.0
Empire,2,180,180,12,5.898,0.0
Battlebikes,2,60,60,10,6.2018900000000015,2.1
Peasantry,3,30,30,12,4.1875,0.0
Up Front  Desert War,2,60,60,12,7.87412,3.4722
Demono,2,45,45,13,6.16,2.6667
Succession,2,45,45,8,3.0,0.0
Tr\u00fcffeln Schn\u00fcffeln,2,30,30,7,5.25,0.0
Auf + Zu,2,30,30,8,2.0,0.0
Isaac Asimov presents Super Quiz II,2,45,45,10,5.8619,0.0
Isaac Asimov presents Super Quiz III,2,45,45,8,6.4,4.0
The Card Game for Lovers,2,60,60,18,0.0,0.0
GLE'X,2,45,45,8,0.0,0.0
Z-Chess,2,90,90,12,5.0,3.0
Willow,2,20,20,10,5.7,2.0
Paroli,2,45,45,10,6.29167,0.0
El Grande  Grossinquisitor und Kolonien,2,90,90,12,7.292089999999999,3.1569
La Strada,2,20,20,8,5.75,0.0
Takt Voll,3,30,30,12,5.39655,1.5
Star Fighter,2,45,45,8,5.15385,0.0
Fantasy Conflict,2,90,90,8,3.66667,1.0
The Home Stretch,0,60,60,8,6.8442300000000005,1.0
Rigatoni Intriganti,3,60,60,8,5.70833,2.0
Euro,0,20,20,4,0.0,0.0
The Whole Brain Game,1,60,60,11,4.78261,2.0
Alexander's Generals,2,180,180,12,4.96296,2.0
Princess of Power Game,2,20,20,8,5.5,0.0
Herself the Elf  Elf-Fun Game,2,30,30,6,5.5,0.0
The World of Wall Street,2,45,45,12,4.7541699999999985,2.0
Quickit,2,20,20,8,0.0,0.0
Action Test,3,20,20,6,5.0,0.0
Soundbytes,3,60,60,10,7.5,0.0
Travellers' Tour Through the United States,2,60,60,8,0.0,0.0
The Famous Monarchs of England Card Game,2,60,60,8,4.32609,1.0
Clue Jr. Travel Game,2,30,30,5,3.33333,0.0
Juwelenzauber,1,30,30,10,5.58333,0.0
Oxford  Cambridge Boat Race,3,45,45,7,4.775,0.0
Hydra,2,25,25,8,4.65,0.0
Denkste!,2,30,30,8,4.65333,0.0
Kopf oder Knopf,2,20,20,10,5.44444,2.0
Ruslan and Liudmila,2,45,45,8,0.0,0.0
PRO-GRIDIRON,2,10,10,8,2.0,0.0
Respond!,2,30,30,8,5.86,3.0
UFO,2,20,20,6,5.1,1.0
Pagoda,2,20,20,12,6.04545,2.3333
Smart,3,45,45,10,6.0,0.0
The Three Stooges Trivia Game,2,45,45,18,3.6,1.0
Lost World,2,45,45,10,5.25,0.0
Nieznaika on the Moon,2,60,60,8,0.0,3.0
Wizard of Oz's Emerald Town,1,45,45,10,6.0,0.0
Sherlock Holmes Consulting Detective  Adventures by Gaslight,1,180,180,10,7.16143,2.8889
Sherlock Holmes Consulting Detective  The Mansion Murders,1,60,60,12,7.673610000000001,2.68
Sherlock Holmes Consulting Detective  The Queen's Park Affair,1,60,60,12,7.47767,2.8
Sushi-Jalape\u0144o War,2,120,120,12,4.02381,2.5
Fraggle Rock,2,20,20,7,4.82143,1.0
Hype,2,90,90,10,5.80435,1.0
Runngus' Game,1,10,10,8,3.88889,1.0
Beziehungskisten,3,30,45,7,6.04545,1.5
Carrott's Canny Captions,3,30,30,0,4.625,0.0
King Tut,2,20,20,8,5.0,0.0
Baywatch  The Game,2,30,30,0,3.5,0.0
Alien Encounter,2,45,45,12,3.2,0.0
Hoodwinked,2,20,20,6,4.0,0.0
Gaukelspiel,3,30,30,10,6.5,1.0
Little League Lunatics,2,45,45,10,5.0434800000000015,2.0
Crisis  A Twisted Laugh at Life,2,60,60,10,5.92857,1.0
Great Walls,2,60,60,0,5.68421,0.0
Save Our Bureaucrats,2,60,60,0,4.33333,0.0
Capital Punishment,2,60,60,0,3.4761900000000003,1.0
Miss Universe,2,45,45,0,0.0,0.0
Gulliver's Travel,2,45,45,8,0.0,0.0
Web of Power  The Duel,2,30,30,12,6.81033,2.5833
Kontor  3 & 4 player expansion,3,45,45,12,6.51,2.0
Holocaust,2,60,60,12,4.78333,2.0
Vier auf einen Streich,2,10,10,4,4.375,0.0
Odyssee,2,60,60,10,3.875,0.0
Der Blaumilch-Kanal,3,90,90,12,4.28571,1.5
Osiris,2,60,60,10,4.65909,2.0
Bloody Mary,2,30,30,16,4.75,1.0
Plan-Cheroli,2,45,45,8,6.0,0.0
Grabsch,2,20,20,6,4.34483,1.0
In Dubio Pro Reo,4,30,30,12,5.0,0.0
Die Druiden,2,45,45,10,5.03182,2.0
Denkste!?,2,20,20,8,5.0,1.0
Ostindien Company,3,45,45,10,4.86538,2.0
Im Rampenlicht,2,30,30,12,4.75,0.0
Irono Ofubi,2,20,20,12,4.75,2.0
Challenge the Zodiac,2,45,45,0,1.58333,0.0
Die LeuchtturmArchitekten,2,30,30,0,4.86364,0.0
Soccerboss,4,120,120,0,5.09091,1.0
Slapstick,2,30,30,0,4.71429,0.0
Frag  Fire Zone,2,45,45,12,6.21986,1.8571
The Scotch Whisky Game,2,90,90,16,5.0,0.0
Die Perlen der Scheherazade,3,60,60,10,5.71429,0.0
Karmas,1,30,30,9,5.8,0.0
Illegal,2,30,30,10,4.0666699999999985,1.3333
Hol's der Teufel,3,20,20,8,5.0925,1.0
Admiral On Deck,1,90,90,0,6.6,2.0
Sea-Life,2,20,20,10,5.3,1.0
Schaska,2,20,20,10,5.64583,1.0
Wer ist der T\u00e4ter?,2,20,20,10,5.78846,1.25
Junk Yard,2,60,60,9,5.87931,3.0
Red Dragon Dice Game,2,10,10,8,5.38889,0.0
Tripjat,2,30,30,0,5.85714,2.0
Das Zeitungsspiel,2,45,45,9,5.0,0.0
Tr\u00f6deln,2,30,30,10,5.69231,1.0
Zamix,3,20,20,8,3.75,0.0
Kaos,2,45,45,10,5.3166699999999985,3.0
The Amazing Spider-Man Game,2,30,30,4,3.0,2.0
ReBoot Mainframe Game,2,30,30,5,1.0,1.0
Chancer  The Game,2,60,60,0,2.66667,0.0
Sharpe's Attack,2,45,45,8,6.4,2.0
Snowboard,2,60,60,12,3.5,0.0
Bill  Le jeu,2,90,90,8,0.0,3.0
Loft Story,3,30,30,12,0.0,0.0
Outlaw & Posse,2,30,30,7,6.125,1.0
Cross Over,2,10,10,0,6.66667,0.0
Chiamo!,2,45,45,8,5.46,1.8571
Kooky Kalooki,3,60,60,8,5.5505900000000015,1.0
SeaNochle,2,90,90,8,3.85714,1.0
Undercover,2,30,30,10,5.71579,1.0
Key Whiz,2,20,20,10,0.0,0.0
Halleluja,2,30,30,10,5.57143,2.0
The Mystic Wood Extension Kit,1,90,90,10,7.2339,1.5
Danger Guy,2,20,20,13,4.28125,1.0
Tip the Cows!,2,10,10,6,4.625,1.0
Give Us A Clue,2,60,60,10,3.66667,0.0
Save The World,2,30,30,0,3.84211,1.0
The Party Game,4,30,30,12,3.39286,1.75
The Idiot Box,2,30,30,8,3.5,1.0
PSI,3,30,30,15,3.90909,1.3333
ESP,3,30,30,0,2.25,0.0
Schatzsucher,2,20,20,5,7.3125,2.0
Gogol,2,20,20,10,6.25,2.0
Shendao,2,30,30,7,5.96154,1.0
Quip Qubes,2,60,60,8,4.0,1.5
Marino,2,10,10,8,6.25,2.0
Politrics,2,60,60,0,4.72857,0.0
Royal Comette,3,30,30,10,3.82143,0.0
Playing Shakespeare,4,60,60,12,4.33333,0.0
Game Spice  Monopoly Expansion,3,90,90,0,2.0,0.0
